instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,month_idn,weth_idn
10339,2012-03-11,1,1,3,21.0,0,0,0,1,0.42,0.4242,0.54,0.2239,37,110,147,Mar,Cerah
10340,2012-03-11,1,1,3,22.0,0,0,0,1,0.4,0.4091,0.54,0.194,13,81,94,Mar,Cerah
10341,2012-03-11,1,1,3,23.0,0,0,0,1,0.4,0.4091,0.5,0.1642,12,40,52,Mar,Cerah
10342,2012-03-12,1,1,3,0.0,0,1,1,1,0.38,0.3939,0.54,0.194,4,20,24,Mar,Cerah
10343,2012-03-12,1,1,3,1.0,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,10,Mar,Cerah
10344,2012-03-12,1,1,3,2.0,0,1,1,1,0.38,0.3939,0.54,0.1045,4,5,9,Mar,Cerah
10345,2012-03-12,1,1,3,3.0,0,1,1,1,0.36,0.3485,0.5,0.1343,0,2,2,Mar,Cerah
10346,2012-03-12,1,1,3,4.0,0,1,1,1,0.34,0.3333,0.61,0.194,0,3,3,Mar,Cerah
10347,2012-03-12,1,1,3,5.0,0,1,1,1,0.34,0.3333,0.61,0.194,1,15,16,Mar,Cerah
10348,2012-03-12,1,1,3,6.0,0,1,1,1,0.34,0.3485,0.57,0.1045,2,86,88,Mar,Cerah
10349,2012-03-12,1,1,3,7.0,0,1,1,1,0.34,0.3485,0.53,0.1045,9,259,268,Mar,Cerah
10350,2012-03-12,1,1,3,8.0,0,1,1,1,0.34,0.3333,0.61,0.1343,17,547,564,Mar,Cerah
10351,2012-03-12,1,1,3,9.0,0,1,1,1,0.38,0.3939,0.54,0.1642,21,260,281,Mar,Cerah
10352,2012-03-12,1,1,3,10.0,0,1,1,1,0.4,0.4091,0.5,0.2239,39,98,137,Mar,Cerah
10353,2012-03-12,1,1,3,11.0,0,1,1,1,0.44,0.4394,0.44,0.2239,39,111,150,Mar,Cerah
10354,2012-03-12,1,1,3,12.0,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221,Mar,Cerah
10355,2012-03-12,1,1,3,13.0,0,1,1,2,0.54,0.5152,0.32,0.2537,74,176,250,Mar,Cerah Berawan
10356,2012-03-12,1,1,3,14.0,0,1,1,2,0.58,0.5455,0.32,0.2836,76,145,221,Mar,Cerah Berawan
10357,2012-03-12,1,1,3,15.0,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,233,Mar,Cerah
10358,2012-03-12,1,1,3,16.0,0,1,1,1,0.62,0.6212,0.35,0.4478,77,255,332,Mar,Cerah
10359,2012-03-12,1,1,3,17.0,0,1,1,2,0.62,0.6212,0.38,0.4179,87,557,644,Mar,Cerah Berawan
10360,2012-03-12,1,1,3,18.0,0,1,1,2,0.6,0.6212,0.43,0.194,89,623,712,Mar,Cerah Berawan
10361,2012-03-12,1,1,3,19.0,0,1,1,2,0.56,0.5303,0.49,0.2239,67,379,446,Mar,Cerah Berawan
10362,2012-03-12,1,1,3,20.0,0,1,1,2,0.56,0.5303,0.49,0.2239,49,237,286,Mar,Cerah Berawan
10363,2012-03-12,1,1,3,21.0,0,1,1,2,0.54,0.5152,0.56,0.2239,22,183,205,Mar,Cerah Berawan
10364,2012-03-12,1,1,3,22.0,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133,Mar,Cerah Berawan
10365,2012-03-12,1,1,3,23.0,0,1,1,1,0.56,0.5303,0.56,0.2239,10,53,63,Mar,Cerah
10366,2012-03-13,1,1,3,0.0,0,2,1,2,0.56,0.5303,0.52,0.194,5,21,26,Mar,Cerah Berawan
10367,2012-03-13,1,1,3,1.0,0,2,1,2,0.52,0.5,0.59,0.2239,2,14,16,Mar,Cerah Berawan
10368,2012-03-13,1,1,3,2.0,0,2,1,3,0.52,0.5,0.72,0.2985,0,1,1,Mar,Mendung
10369,2012-03-13,1,1,3,3.0,0,2,1,3,0.52,0.5,0.72,0.2985,0,2,2,Mar,Mendung
10370,2012-03-13,1,1,3,4.0,0,2,1,2,0.46,0.4545,0.82,0.194,0,1,1,Mar,Cerah Berawan
10371,2012-03-13,1,1,3,5.0,0,2,1,2,0.46,0.4545,0.82,0.194,0,24,24,Mar,Cerah Berawan
10372,2012-03-13,1,1,3,6.0,0,2,1,3,0.46,0.4545,0.82,0.194,5,108,113,Mar,Mendung
10373,2012-03-13,1,1,3,7.0,0,2,1,2,0.46,0.4545,0.82,0.2836,16,292,308,Mar,Cerah Berawan
10374,2012-03-13,1,1,3,8.0,0,2,1,1,0.46,0.4545,0.82,0.2836,22,571,593,Mar,Cerah
10375,2012-03-13,1,1,3,9.0,0,2,1,1,0.48,0.4697,0.82,0.2836,18,324,342,Mar,Cerah
10376,2012-03-13,1,1,3,10.0,0,2,1,1,0.52,0.5,0.77,0.2239,28,115,143,Mar,Cerah
10377,2012-03-13,1,1,3,11.0,0,2,1,1,0.54,0.5152,0.73,0.2836,64,155,219,Mar,Cerah
10378,2012-03-13,1,1,3,12.0,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244,Mar,Cerah
10379,2012-03-13,1,1,3,13.0,0,2,1,1,0.6,0.6061,0.6,0.3881,53,180,233,Mar,Cerah
10380,2012-03-13,1,1,3,14.0,0,2,1,1,0.64,0.6212,0.53,0.3284,52,160,212,Mar,Cerah
10381,2012-03-13,1,1,3,15.0,0,2,1,1,0.7,0.6364,0.39,0.2239,68,196,264,Mar,Cerah
10382,2012-03-13,1,1,3,16.0,0,2,1,1,0.72,0.6515,0.34,0.3881,53,312,365,Mar,Cerah
10383,2012-03-13,1,1,3,17.0,0,2,1,1,0.7,0.6364,0.37,0.1045,62,614,676,Mar,Cerah
10384,2012-03-13,1,1,3,18.0,0,2,1,1,0.7,0.6364,0.34,0.2985,96,638,734,Mar,Cerah
10385,2012-03-13,1,1,3,19.0,0,2,1,1,0.64,0.6212,0.47,0.2239,50,429,479,Mar,Cerah
10386,2012-03-13,1,1,3,20.0,0,2,1,1,0.6,0.6212,0.49,0.1642,45,306,351,Mar,Cerah
10387,2012-03-13,1,1,3,21.0,0,2,1,1,0.58,0.5455,0.56,0.1045,44,200,244,Mar,Cerah
10388,2012-03-13,1,1,3,22.0,0,2,1,1,0.56,0.5303,0.6,0.0896,24,146,170,Mar,Cerah
10389,2012-03-13,1,1,3,23.0,0,2,1,1,0.56,0.5303,0.56,0.1343,8,79,87,Mar,Cerah
10390,2012-03-14,1,1,3,0.0,0,3,1,1,0.54,0.5152,0.6,0.1045,5,34,39,Mar,Cerah
10391,2012-03-14,1,1,3,1.0,0,3,1,1,0.52,0.5,0.63,0.0896,2,25,27,Mar,Cerah
10392,2012-03-14,1,1,3,2.0,0,3,1,1,0.5,0.4848,0.68,0.194,0,2,2,Mar,Cerah
10393,2012-03-14,1,1,3,3.0,0,3,1,1,0.48,0.4697,0.72,0.194,1,3,4,Mar,Cerah
10394,2012-03-14,1,1,3,4.0,0,3,1,1,0.48,0.4697,0.67,0.0896,1,4,5,Mar,Cerah
10395,2012-03-14,1,1,3,5.0,0,3,1,1,0.44,0.4394,0.82,0.1343,2,25,27,Mar,Cerah
10396,2012-03-14,1,1,3,6.0,0,3,1,1,0.44,0.4394,0.82,0.0896,1,120,121,Mar,Cerah
10397,2012-03-14,1,1,3,7.0,0,3,1,1,0.44,0.4394,0.82,0.1045,20,348,368,Mar,Cerah
10398,2012-03-14,1,1,3,8.0,0,3,1,1,0.44,0.4394,0.82,0.0,34,628,662,Mar,Cerah
10399,2012-03-14,1,1,3,9.0,0,3,1,1,0.52,0.5,0.68,0.0,26,325,351,Mar,Cerah
10400,2012-03-14,1,1,3,10.0,0,3,1,1,0.56,0.5303,0.56,0.1045,38,150,188,Mar,Cerah
10401,2012-03-14,1,1,3,11.0,0,3,1,2,0.62,0.6212,0.41,0.1642,65,155,220,Mar,Cerah Berawan
10402,2012-03-14,1,1,3,12.0,0,3,1,2,0.64,0.6212,0.29,0.0,55,212,267,Mar,Cerah Berawan
10403,2012-03-14,1,1,3,13.0,0,3,1,1,0.66,0.6212,0.27,0.2239,57,197,254,Mar,Cerah
10404,2012-03-14,1,1,3,14.0,0,3,1,1,0.7,0.6364,0.23,0.3284,61,163,224,Mar,Cerah
10405,2012-03-14,1,1,3,15.0,0,3,1,1,0.7,0.6364,0.24,0.0,86,197,283,Mar,Cerah
10406,2012-03-14,1,1,3,16.0,0,3,1,1,0.72,0.6364,0.25,0.194,78,278,356,Mar,Cerah
10407,2012-03-14,1,1,3,17.0,0,3,1,1,0.7,0.6364,0.28,0.0896,140,642,782,Mar,Cerah
10408,2012-03-14,1,1,3,18.0,0,3,1,1,0.7,0.6364,0.32,0.0,102,647,749,Mar,Cerah
10409,2012-03-14,1,1,3,19.0,0,3,1,1,0.64,0.6212,0.33,0.1642,70,402,472,Mar,Cerah
10410,2012-03-14,1,1,3,20.0,0,3,1,1,0.62,0.6212,0.35,0.1045,44,286,330,Mar,Cerah
10411,2012-03-14,1,1,3,21.0,0,3,1,1,0.6,0.6212,0.4,0.0896,47,241,288,Mar,Cerah
10412,2012-03-14,1,1,3,22.0,0,3,1,1,0.52,0.5,0.55,0.1343,43,159,202,Mar,Cerah
10413,2012-03-14,1,1,3,23.0,0,3,1,1,0.56,0.5303,0.43,0.1642,19,72,91,Mar,Cerah
10414,2012-03-15,1,1,3,0.0,0,4,1,1,0.54,0.5152,0.49,0.1343,14,46,60,Mar,Cerah
10415,2012-03-15,1,1,3,1.0,0,4,1,1,0.5,0.4848,0.59,0.1045,15,8,23,Mar,Cerah
10416,2012-03-15,1,1,3,2.0,0,4,1,1,0.5,0.4848,0.59,0.0,14,5,19,Mar,Cerah
10417,2012-03-15,1,1,3,3.0,0,4,1,1,0.5,0.4848,0.63,0.0,0,7,7,Mar,Cerah
10418,2012-03-15,1,1,3,4.0,0,4,1,1,0.44,0.4394,0.77,0.1045,11,3,14,Mar,Cerah
10419,2012-03-15,1,1,3,5.0,0,4,1,1,0.46,0.4545,0.67,0.0,2,24,26,Mar,Cerah
10420,2012-03-15,1,1,3,6.0,0,4,1,1,0.44,0.4394,0.72,0.0896,4,113,117,Mar,Cerah
10421,2012-03-15,1,1,3,7.0,0,4,1,1,0.44,0.4394,0.72,0.0896,14,367,381,Mar,Cerah
10422,2012-03-15,1,1,3,8.0,0,4,1,1,0.44,0.4394,0.77,0.1045,21,602,623,Mar,Cerah
10423,2012-03-15,1,1,3,9.0,0,4,1,1,0.48,0.4697,0.77,0.0896,30,285,315,Mar,Cerah
10424,2012-03-15,1,1,3,10.0,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,164,Mar,Cerah
10425,2012-03-15,1,1,3,11.0,0,4,1,1,0.56,0.5303,0.6,0.1343,60,151,211,Mar,Cerah
10426,2012-03-15,1,1,3,12.0,0,4,1,2,0.62,0.6212,0.5,0.1343,59,206,265,Mar,Cerah Berawan
10427,2012-03-15,1,1,3,13.0,0,4,1,2,0.66,0.6212,0.41,0.0896,62,211,273,Mar,Cerah Berawan
10428,2012-03-15,1,1,3,14.0,0,4,1,2,0.72,0.6515,0.3,0.1045,81,177,258,Mar,Cerah Berawan
10429,2012-03-15,1,1,3,15.0,0,4,1,1,0.72,0.6515,0.32,0.2239,100,187,287,Mar,Cerah
10430,2012-03-15,1,1,3,16.0,0,4,1,1,0.72,0.6515,0.37,0.3881,95,331,426,Mar,Cerah
10431,2012-03-15,1,1,3,17.0,0,4,1,1,0.7,0.6364,0.39,0.2537,79,634,713,Mar,Cerah
10432,2012-03-15,1,1,3,18.0,0,4,1,1,0.66,0.6212,0.44,0.2836,98,648,746,Mar,Cerah
10433,2012-03-15,1,1,3,19.0,0,4,1,2,0.64,0.6212,0.5,0.194,72,353,425,Mar,Cerah Berawan
10434,2012-03-15,1,1,3,20.0,0,4,1,2,0.58,0.5455,0.6,0.3582,60,270,330,Mar,Cerah Berawan
10435,2012-03-15,1,1,3,21.0,0,4,1,1,0.54,0.5152,0.68,0.2836,36,207,243,Mar,Cerah
10436,2012-03-15,1,1,3,22.0,0,4,1,1,0.52,0.5,0.68,0.1343,32,137,169,Mar,Cerah
10437,2012-03-15,1,1,3,23.0,0,4,1,1,0.48,0.4697,0.72,0.194,12,85,97,Mar,Cerah
10438,2012-03-16,1,1,3,0.0,0,5,1,1,0.44,0.4394,0.77,0.2537,8,49,57,Mar,Cerah
10439,2012-03-16,1,1,3,1.0,0,5,1,2,0.42,0.4242,0.82,0.3284,4,22,26,Mar,Cerah Berawan
10440,2012-03-16,1,1,3,2.0,0,5,1,2,0.42,0.4242,0.82,0.194,0,4,4,Mar,Cerah Berawan
10441,2012-03-16,1,1,3,3.0,0,5,1,2,0.4,0.4091,0.87,0.2836,0,3,3,Mar,Cerah Berawan
10442,2012-03-16,1,1,3,4.0,0,5,1,2,0.4,0.4091,0.87,0.2537,0,3,3,Mar,Cerah Berawan
10443,2012-03-16,1,1,3,5.0,0,5,1,2,0.4,0.4091,0.87,0.2239,2,30,32,Mar,Cerah Berawan
10444,2012-03-16,1,1,3,6.0,0,5,1,2,0.4,0.4091,0.87,0.1642,3,96,99,Mar,Cerah Berawan
10445,2012-03-16,1,1,3,7.0,0,5,1,2,0.4,0.4091,0.87,0.194,13,265,278,Mar,Cerah Berawan
10446,2012-03-16,1,1,3,8.0,0,5,1,2,0.4,0.4091,0.87,0.2239,28,534,562,Mar,Cerah Berawan
10447,2012-03-16,1,1,3,9.0,0,5,1,2,0.42,0.4242,0.82,0.0,35,277,312,Mar,Cerah Berawan
10448,2012-03-16,1,1,3,10.0,0,5,1,2,0.4,0.4091,0.87,0.0896,44,136,180,Mar,Cerah Berawan
10449,2012-03-16,1,1,3,11.0,0,5,1,2,0.44,0.4394,0.77,0.0,40,167,207,Mar,Cerah Berawan
10450,2012-03-16,1,1,3,12.0,0,5,1,2,0.44,0.4394,0.82,0.1343,72,222,294,Mar,Cerah Berawan
10451,2012-03-16,1,1,3,13.0,0,5,1,2,0.46,0.4545,0.77,0.0896,52,208,260,Mar,Cerah Berawan
10452,2012-03-16,1,1,3,14.0,0,5,1,2,0.48,0.4697,0.72,0.0,56,146,202,Mar,Cerah Berawan
10453,2012-03-16,1,1,3,15.0,0,5,1,3,0.46,0.4545,0.82,0.1045,19,88,107,Mar,Mendung
10454,2012-03-16,1,1,3,16.0,0,5,1,3,0.48,0.4697,0.77,0.0,18,111,129,Mar,Mendung
10455,2012-03-16,1,1,3,17.0,0,5,1,3,0.48,0.4697,0.82,0.0896,23,235,258,Mar,Mendung
10456,2012-03-16,1,1,3,18.0,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408,Mar,Mendung
10457,2012-03-16,1,1,3,19.0,0,5,1,2,0.46,0.4545,0.88,0.0,23,273,296,Mar,Cerah Berawan
10458,2012-03-16,1,1,3,20.0,0,5,1,1,0.46,0.4545,0.88,0.0,31,204,235,Mar,Cerah
10459,2012-03-16,1,1,3,21.0,0,5,1,2,0.44,0.4394,0.94,0.0,8,144,152,Mar,Cerah Berawan
10460,2012-03-16,1,1,3,22.0,0,5,1,2,0.44,0.4394,0.94,0.0,16,132,148,Mar,Cerah Berawan
10461,2012-03-16,1,1,3,23.0,0,5,1,2,0.44,0.4394,0.94,0.0,22,104,126,Mar,Cerah Berawan
10462,2012-03-17,1,1,3,0.0,0,6,0,2,0.44,0.4394,0.94,0.0896,13,87,100,Mar,Cerah Berawan
10463,2012-03-17,1,1,3,1.0,0,6,0,2,0.44,0.4394,0.94,0.0,12,57,69,Mar,Cerah Berawan
10464,2012-03-17,1,1,3,2.0,0,6,0,2,0.44,0.4394,0.88,0.0,10,32,42,Mar,Cerah Berawan
10465,2012-03-17,1,1,3,3.0,0,6,0,2,0.44,0.4394,0.88,0.0,2,24,26,Mar,Cerah Berawan
10466,2012-03-17,1,1,3,4.0,0,6,0,2,0.42,0.4242,0.94,0.0,0,2,2,Mar,Cerah Berawan
10467,2012-03-17,1,1,3,5.0,0,6,0,2,0.42,0.4242,0.94,0.0896,5,3,8,Mar,Cerah Berawan
10468,2012-03-17,1,1,3,6.0,0,6,0,2,0.42,0.4242,0.94,0.194,1,29,30,Mar,Cerah Berawan
10469,2012-03-17,1,1,3,7.0,0,6,0,2,0.4,0.4091,1.0,0.1343,29,57,86,Mar,Cerah Berawan
10470,2012-03-17,1,1,3,8.0,0,6,0,2,0.42,0.4242,0.94,0.1045,63,155,218,Mar,Cerah Berawan
10471,2012-03-17,1,1,3,9.0,0,6,0,2,0.44,0.4394,0.88,0.0896,104,217,321,Mar,Cerah Berawan
10472,2012-03-17,1,1,3,10.0,0,6,0,2,0.5,0.4848,0.77,0.0896,140,303,443,Mar,Cerah Berawan
10473,2012-03-17,1,1,3,11.0,0,6,0,2,0.52,0.5,0.77,0.1343,226,359,585,Mar,Cerah Berawan
10474,2012-03-17,1,1,3,12.0,0,6,0,1,0.56,0.5303,0.68,0.1642,286,365,651,Mar,Cerah
10475,2012-03-17,1,1,3,13.0,0,6,0,1,0.6,0.6061,0.6,0.1045,286,400,686,Mar,Cerah
10476,2012-03-17,1,1,3,14.0,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690,Mar,Cerah
10477,2012-03-17,1,1,3,15.0,0,6,0,1,0.64,0.6212,0.53,0.1343,357,322,679,Mar,Cerah
10478,2012-03-17,1,1,3,16.0,0,6,0,1,0.64,0.6212,0.5,0.0,367,318,685,Mar,Cerah
10479,2012-03-17,1,1,3,17.0,0,6,0,1,0.64,0.6212,0.5,0.1343,291,357,648,Mar,Cerah
10480,2012-03-17,1,1,3,18.0,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560,Mar,Cerah
10481,2012-03-17,1,1,3,19.0,0,6,0,1,0.58,0.5455,0.64,0.2836,155,262,417,Mar,Cerah
10482,2012-03-17,1,1,3,20.0,0,6,0,1,0.56,0.5303,0.64,0.194,89,182,271,Mar,Cerah
10483,2012-03-17,1,1,3,21.0,0,6,0,1,0.54,0.5152,0.68,0.1642,54,169,223,Mar,Cerah
10484,2012-03-17,1,1,3,22.0,0,6,0,1,0.54,0.5152,0.68,0.0,58,153,211,Mar,Cerah
10485,2012-03-17,1,1,3,23.0,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185,Mar,Cerah
10486,2012-03-18,1,1,3,0.0,0,0,0,1,0.46,0.4545,0.88,0.194,27,80,107,Mar,Cerah
10487,2012-03-18,1,1,3,1.0,0,0,0,1,0.46,0.4545,0.82,0.1343,25,88,113,Mar,Cerah
10488,2012-03-18,1,1,3,2.0,0,0,0,2,0.46,0.4545,0.82,0.1045,15,41,56,Mar,Cerah Berawan
10489,2012-03-18,1,1,3,3.0,0,0,0,2,0.44,0.4394,0.88,0.1343,3,15,18,Mar,Cerah Berawan
10490,2012-03-18,1,1,3,4.0,0,0,0,2,0.42,0.4242,0.94,0.1642,6,8,14,Mar,Cerah Berawan
10491,2012-03-18,1,1,3,5.0,0,0,0,2,0.4,0.4091,0.94,0.1045,0,6,6,Mar,Cerah Berawan
10492,2012-03-18,1,1,3,6.0,0,0,0,2,0.4,0.4091,0.94,0.1045,2,9,11,Mar,Cerah Berawan
10493,2012-03-18,1,1,3,7.0,0,0,0,3,0.42,0.4242,0.88,0.1642,17,25,42,Mar,Mendung
10494,2012-03-18,1,1,3,8.0,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,96,Mar,Cerah Berawan
10495,2012-03-18,1,1,3,9.0,0,0,0,2,0.42,0.4242,0.88,0.0896,65,113,178,Mar,Cerah Berawan
10496,2012-03-18,1,1,3,10.0,0,0,0,2,0.42,0.4242,0.88,0.1045,139,212,351,Mar,Cerah Berawan
10497,2012-03-18,1,1,3,11.0,0,0,0,2,0.44,0.4394,0.82,0.1642,129,239,368,Mar,Cerah Berawan
10498,2012-03-18,1,1,3,12.0,0,0,0,2,0.44,0.4394,0.88,0.1343,222,281,503,Mar,Cerah Berawan
10499,2012-03-18,1,1,3,13.0,0,0,0,2,0.46,0.4545,0.82,0.1642,198,346,544,Mar,Cerah Berawan
10500,2012-03-18,1,1,3,14.0,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521,Mar,Cerah Berawan
10501,2012-03-18,1,1,3,15.0,0,0,0,1,0.54,0.5152,0.68,0.0896,240,314,554,Mar,Cerah
10502,2012-03-18,1,1,3,16.0,0,0,0,1,0.54,0.5152,0.73,0.0896,229,312,541,Mar,Cerah
10503,2012-03-18,1,1,3,17.0,0,0,0,1,0.56,0.5303,0.64,0.0896,233,308,541,Mar,Cerah
10504,2012-03-18,1,1,3,18.0,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,459,Mar,Cerah
10505,2012-03-18,1,1,3,19.0,0,0,0,1,0.56,0.5303,0.64,0.1642,118,234,352,Mar,Cerah
10506,2012-03-18,1,1,3,20.0,0,0,0,1,0.52,0.5,0.77,0.1343,59,139,198,Mar,Cerah
10507,2012-03-18,1,1,3,21.0,0,0,0,1,0.52,0.5,0.72,0.0896,44,129,173,Mar,Cerah
10508,2012-03-18,1,1,3,22.0,0,0,0,1,0.5,0.4848,0.77,0.1045,21,79,100,Mar,Cerah
10509,2012-03-18,1,1,3,23.0,0,0,0,1,0.48,0.4697,0.82,0.1642,7,39,46,Mar,Cerah
10510,2012-03-19,1,1,3,0.0,0,1,1,1,0.48,0.4697,0.82,0.1045,4,19,23,Mar,Cerah
10511,2012-03-19,1,1,3,1.0,0,1,1,1,0.46,0.4545,0.88,0.1045,0,15,15,Mar,Cerah
10512,2012-03-19,1,1,3,2.0,0,1,1,1,0.46,0.4545,0.88,0.1642,1,7,8,Mar,Cerah
10513,2012-03-19,1,1,3,3.0,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2,Mar,Cerah
10514,2012-03-19,1,1,3,4.0,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3,Mar,Cerah
10515,2012-03-19,1,1,3,5.0,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31,Mar,Cerah
10516,2012-03-19,1,1,3,6.0,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120,Mar,Cerah
10517,2012-03-19,1,1,3,7.0,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354,Mar,Cerah
10518,2012-03-19,1,1,3,8.0,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579,Mar,Cerah
10519,2012-03-19,1,1,3,9.0,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331,Mar,Cerah
10520,2012-03-19,1,1,3,10.0,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184,Mar,Cerah
10521,2012-03-19,1,1,3,11.0,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201,Mar,Cerah
10522,2012-03-19,1,1,3,12.0,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282,Mar,Cerah
10523,2012-03-19,1,1,3,13.0,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263,Mar,Cerah
10524,2012-03-19,1,1,3,14.0,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260,Mar,Cerah Berawan
10525,2012-03-19,1,1,3,15.0,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286,Mar,Cerah
10526,2012-03-19,1,1,3,16.0,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385,Mar,Cerah
10527,2012-03-19,1,1,3,17.0,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721,Mar,Cerah
10528,2012-03-19,1,1,3,18.0,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801,Mar,Cerah
10529,2012-03-19,1,1,3,19.0,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549,Mar,Cerah
10530,2012-03-19,1,1,3,20.0,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330,Mar,Cerah
10531,2012-03-19,1,1,3,21.0,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223,Mar,Cerah
10532,2012-03-19,1,1,3,22.0,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148,Mar,Cerah Berawan
10533,2012-03-19,1,1,3,23.0,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54,Mar,Cerah Berawan
10534,2012-03-20,1,1,3,0.0,0,2,1,2,0.56,0.5303,0.78,0.0896,5,24,29,Mar,Cerah Berawan
10535,2012-03-20,1,1,3,1.0,0,2,1,1,0.54,0.5152,0.88,0.0,6,9,15,Mar,Cerah
10536,2012-03-20,1,1,3,2.0,0,2,1,1,0.54,0.5152,0.88,0.0896,2,8,10,Mar,Cerah
10537,2012-03-20,1,1,3,3.0,0,2,1,2,0.54,0.5152,0.88,0.0,0,3,3,Mar,Cerah Berawan
10538,2012-03-20,1,1,3,4.0,0,2,1,2,0.52,0.5,0.88,0.1343,0,6,6,Mar,Cerah Berawan
10539,2012-03-20,1,1,3,5.0,0,2,1,2,0.52,0.5,0.94,0.0,0,20,20,Mar,Cerah Berawan
10540,2012-03-20,1,1,3,6.0,0,2,1,2,0.52,0.5,0.94,0.1642,6,94,100,Mar,Cerah Berawan
10541,2012-03-20,1,1,3,7.0,0,2,1,3,0.52,0.5,0.94,0.2239,3,167,170,Mar,Mendung
10542,2012-03-20,1,1,3,8.0,0,2,1,2,0.52,0.5,0.88,0.1045,28,488,516,Mar,Cerah Berawan
10543,2012-03-20,1,1,3,9.0,0,2,1,2,0.54,0.5152,0.88,0.1642,41,284,325,Mar,Cerah Berawan
10544,2012-03-20,1,1,3,10.0,0,2,1,1,0.54,0.5152,0.88,0.194,44,119,163,Mar,Cerah
10545,2012-03-20,1,1,3,11.0,0,2,1,1,0.58,0.5455,0.83,0.1343,74,156,230,Mar,Cerah
10546,2012-03-20,1,1,3,12.0,0,2,1,1,0.6,0.5758,0.78,0.2537,56,205,261,Mar,Cerah
10547,2012-03-20,1,1,3,13.0,0,2,1,1,0.6,0.5758,0.78,0.194,77,207,284,Mar,Cerah
10548,2012-03-20,1,1,3,14.0,0,2,1,2,0.6,0.5909,0.73,0.1642,66,182,248,Mar,Cerah Berawan
10549,2012-03-20,1,1,3,15.0,0,2,1,2,0.62,0.6061,0.69,0.1045,67,177,244,Mar,Cerah Berawan
10550,2012-03-20,1,1,3,16.0,0,2,1,1,0.62,0.6061,0.66,0.2239,99,332,431,Mar,Cerah
10551,2012-03-20,1,1,3,17.0,0,2,1,1,0.6,0.5909,0.73,0.194,108,642,750,Mar,Cerah
10552,2012-03-20,1,1,3,18.0,0,2,1,1,0.6,0.5909,0.69,0.2537,136,665,801,Mar,Cerah
10553,2012-03-20,1,1,3,19.0,0,2,1,1,0.58,0.5455,0.73,0.1343,75,480,555,Mar,Cerah
10554,2012-03-20,1,1,3,20.0,0,2,1,1,0.58,0.5455,0.68,0.0896,78,299,377,Mar,Cerah
10555,2012-03-20,1,1,3,21.0,0,2,1,1,0.56,0.5303,0.73,0.0,38,239,277,Mar,Cerah
10556,2012-03-20,1,1,3,22.0,0,2,1,1,0.54,0.5152,0.77,0.0,32,156,188,Mar,Cerah
10557,2012-03-20,1,1,3,23.0,0,2,1,1,0.52,0.5,0.83,0.0,10,80,90,Mar,Cerah
10558,2012-03-21,2,1,3,0.0,0,3,1,1,0.52,0.5,0.88,0.0,4,29,33,Mar,Cerah
10559,2012-03-21,2,1,3,1.0,0,3,1,1,0.52,0.5,0.83,0.0896,4,22,26,Mar,Cerah
10560,2012-03-21,2,1,3,2.0,0,3,1,1,0.5,0.4848,0.88,0.1343,2,8,10,Mar,Cerah
10561,2012-03-21,2,1,3,3.0,0,3,1,2,0.5,0.4848,0.88,0.194,1,7,8,Mar,Cerah Berawan
10562,2012-03-21,2,1,3,4.0,0,3,1,2,0.5,0.4848,0.88,0.1343,0,4,4,Mar,Cerah Berawan
